javaFile,javaMember,plsqlFile,plsqlStartLine,plsqlEndLine,kind,verdict,generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,If,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,Call,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,If,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:9,b04_4_3_for_update_current_of.prc,9,9,Call,REDESIGN,not-generated
com/example/migrated/application/B0443ForUpdateCurrentOfService.java,b0443ForUpdateCurrentOf @ b04_4_3_for_update_current_of.prc:11,b04_4_3_for_update_current_of.prc,11,11,Rollback,REDESIGN,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor,b04_4_4_ref_cursor.prc,2,18,routine,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:7,b04_4_4_ref_cursor.prc,7,11,If,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:12,b04_4_4_ref_cursor.prc,12,16,Loop,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:12,b04_4_4_ref_cursor.prc,12,16,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:13,b04_4_4_ref_cursor.prc,13,13,Assignment,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:15,b04_4_4_ref_cursor.prc,15,15,Call,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:12,b04_4_4_ref_cursor.prc,12,16,Loop,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:12,b04_4_4_ref_cursor.prc,12,16,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:13,b04_4_4_ref_cursor.prc,13,13,Assignment,REVIEW,not-generated
com/example/migrated/application/B0444RefCursorService.java,b0444RefCursor @ b04_4_4_ref_cursor.prc:15,b04_4_4_ref_cursor.prc,15,15,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections,b04_5_records_collections.prc,2,44,routine,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:24,b04_5_records_collections.prc,24,24,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:24,b04_5_records_collections.prc,24,24,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:25,b04_5_records_collections.prc,25,25,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:27,b04_5_records_collections.prc,27,29,Loop,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:27,b04_5_records_collections.prc,27,29,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:28,b04_5_records_collections.prc,28,28,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:30,b04_5_records_collections.prc,30,30,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:31,b04_5_records_collections.prc,31,34,Loop,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:32,b04_5_records_collections.prc,32,32,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:33,b04_5_records_collections.prc,33,33,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:36,b04_5_records_collections.prc,36,36,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:36,b04_5_records_collections.prc,36,36,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:37,b04_5_records_collections.prc,37,37,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:38,b04_5_records_collections.prc,38,39,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:41,b04_5_records_collections.prc,41,41,Call,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:42,b04_5_records_collections.prc,42,42,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:42,b04_5_records_collections.prc,42,42,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:42,b04_5_records_collections.prc,42,42,Assignment,REVIEW,not-generated
com/example/migrated/application/B045RecordsCollectionsService.java,b045RecordsCollections @ b04_5_records_collections.prc:43,b04_5_records_collections.prc,43,43,Call,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions,b04_6_1_predefined_exceptions.prc,2,22,routine,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:5,b04_6_1_predefined_exceptions.prc,5,9,Block,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:6,b04_6_1_predefined_exceptions.prc,6,6,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:8,b04_6_1_predefined_exceptions.prc,8,8,Call,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:11,b04_6_1_predefined_exceptions.prc,11,15,Block,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:12,b04_6_1_predefined_exceptions.prc,12,12,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:14,b04_6_1_predefined_exceptions.prc,14,14,Call,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:17,b04_6_1_predefined_exceptions.prc,17,21,Block,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:18,b04_6_1_predefined_exceptions.prc,18,18,Call,REVIEW,not-generated
com/example/migrated/application/B0461PredefinedExceptionsService.java,b0461PredefinedExceptions @ b04_6_1_predefined_exceptions.prc:20,b04_6_1_predefined_exceptions.prc,20,20,Call,REVIEW,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions,b04_6_2_user_exceptions.prc,2,33,routine,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:8,b04_6_2_user_exceptions.prc,8,15,Block,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:9,b04_6_2_user_exceptions.prc,9,11,If,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:10,b04_6_2_user_exceptions.prc,10,10,Raise,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:14,b04_6_2_user_exceptions.prc,14,14,Call,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:17,b04_6_2_user_exceptions.prc,17,23,Block,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:18,b04_6_2_user_exceptions.prc,18,19,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:22,b04_6_2_user_exceptions.prc,22,22,Call,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:26,b04_6_2_user_exceptions.prc,26,26,Raise,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:29,b04_6_2_user_exceptions.prc,29,29,Call,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:30,b04_6_2_user_exceptions.prc,30,30,Call,REDESIGN,not-generated
com/example/migrated/application/B0462UserExceptionsService.java,b0462UserExceptions @ b04_6_2_user_exceptions.prc:31,b04_6_2_user_exceptions.prc,31,31,Rollback,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary,b05_1_call_raise_salary.prc,2,10,routine,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary @ b05_1_call_raise_salary.prc:5,b05_1_call_raise_salary.prc,5,5,Call,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary @ b05_1_call_raise_salary.prc:6,b05_1_call_raise_salary.prc,6,6,Call,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary @ b05_1_call_raise_salary.prc:7,b05_1_call_raise_salary.prc,7,7,Call,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary @ b05_1_call_raise_salary.prc:8,b05_1_call_raise_salary.prc,8,8,Call,REDESIGN,not-generated
com/example/migrated/application/B051CallRaiseSalaryService.java,b051CallRaiseSalary @ b05_1_call_raise_salary.prc:9,b05_1_call_raise_salary.prc,9,9,Rollback,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi,b05_3_call_emp_api.prc,2,16,routine,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:5,b05_3_call_emp_api.prc,5,5,Assignment,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:6,b05_3_call_emp_api.prc,6,6,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:7,b05_3_call_emp_api.prc,7,7,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:8,b05_3_call_emp_api.prc,8,8,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:9,b05_3_call_emp_api.prc,9,13,Block,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:10,b05_3_call_emp_api.prc,10,10,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:12,b05_3_call_emp_api.prc,12,12,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:14,b05_3_call_emp_api.prc,14,14,Call,REDESIGN,not-generated
com/example/migrated/application/B053CallEmpApiService.java,b053CallEmpApi @ b05_3_call_emp_api.prc:15,b05_3_call_emp_api.prc,15,15,Rollback,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg,b05_4_call_log_msg.prc,2,7,routine,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,SqlOperation,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,If,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,Call,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,If,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:4,b05_4_call_log_msg.prc,4,4,Call,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:5,b05_4_call_log_msg.prc,5,5,Call,REDESIGN,not-generated
com/example/migrated/application/B054CallLogMsgService.java,b054CallLogMsg @ b05_4_call_log_msg.prc:6,b05_4_call_log_msg.prc,6,6,Rollback,REDESIGN,not-generated
com/example/migrated/application/B061BulkCollectLimitService.java,b061BulkCollectLimit,b06_1_bulk_collect_limit.prc,2,17,routine,REVIEW,not-generated
com/example/migrated/application/B061BulkCollectLimitService.java,b061BulkCollectLimit @ b06_1_bulk_collect_limit.prc:9,b06_1_bulk_collect_limit.prc,9,14,Loop,REVIEW,not-generated
com/example/migrated/application/B061BulkCollectLimitService.java,b061BulkCollectLimit @ b06_1_bulk_collect_limit.prc:9,b06_1_bulk_collect_limit.prc,9,14,SqlOperation,REVIEW,not-generated
com/example/migrated/application/B061BulkCollectLimitService.java,b061BulkCollectLimit @ b06_1_bulk_collect_limit.prc:11,b06_1_bulk_collect_limit.prc,11,11,Exit,REVIEW,not-generated
